Global Volcanism Program - Volcanoes of the World 4.8.6,,,Basic List of Pleistocene Volcanoes,,Downloaded on 05 Mar 2020 at 10:51 AM,,,,,,,
Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
333807,Rurutu,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-22.45,-151.35,394,,Intraplate / Oceanic crust (< 15 km)
333808,Pitcairn,United Kingdom,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-25.068,-130.113,313,,Intraplate / Oceanic crust (< 15 km)
335010,Antipodes Island,New Zealand,Pyroclastic cone(s),,,New Zealand to Fiji,New Zealand,-49.684,178.781,359,,Intraplate / Oceanic crust (< 15 km)
335040,Unnamed,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (southern),-50.457,-139.154,-594,,Unknown
341010,Tres Virgenes,Mexico,Stratovolcano(es),,,México and Central America,Mexico,27.47,-112.591,1934,,Rift zone / Continental crust (>25 km)
341800,"Leon, Cerro",Mexico,Cone,,,México and Central America,Mexico,30.227,-114.655,280,,Rift zone / Continental crust (>25 km)
341801,San Ignacio Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,27.633,-113.05,1500,,Rift zone / Oceanic crust (< 15 km)
341802,"Aguajito, El",Mexico,Caldera,,,México and Central America,Mexico,27.554,-112.552,1274,,Rift zone / Continental crust (>25 km)
341803,"Reforma, La",Mexico,Caldera,,,México and Central America,Mexico,27.508,-112.392,1300,,Rift zone / Continental crust (>25 km)
341804,"Pulpito, Punta",Mexico,Lava dome,,,México and Central America,Mexico,26.517,-111.444,131,,Rift zone / Continental crust (>25 km)
341805,"Mencenares, Cerro",Mexico,Lava dome(s),,,México and Central America,Mexico,26.28,-111.47,790,,Rift zone / Continental crust (>25 km)
341806,Moctezuma Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,29.63,-109.52,0,,Unknown
341807,Camargo Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,27.75,-104.42,1900,,Intraplate / Continental crust (>25 km)
341808,Santo Domingo Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.83,-100.08,1550,,Intraplate / Continental crust (>25 km)
341809,Ventura Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.35,-100.7,2035,,Intraplate / Continental crust (>25 km)
341810,San Juan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,21.47,-104.97,2240,,Subduction zone / Continental crust (>25 km)
341811,"Navajas, Las",Mexico,Shield,,,México and Central America,Mexico,21.531,-104.729,1680,,Subduction zone / Continental crust (>25 km)
341812,Santa Maria del Oro,Mexico,Maar,,,México and Central America,Mexico,21.371,-104.571,1120,,Subduction zone / Continental crust (>25 km)
341813,Tepetiltic,Mexico,Stratovolcano,,,México and Central America,Mexico,21.27,-104.7,2020,,Subduction zone / Continental crust (>25 km)
341814,San Pedro,Mexico,Caldera,,,México and Central America,Mexico,21.17,-104.73,2000,,Subduction zone / Continental crust (>25 km)
341815,San Sebastian Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,20.83,-104.82,1780,,Subduction zone / Continental crust (>25 km)
341816,"Volcanes, Los",Mexico,Volcanic field,,,México and Central America,Mexico,20.33,-104.5,2080,,Subduction zone / Continental crust (>25 km)
341817,Northern Atenguillo,Mexico,Shield(s),,,México and Central America,Mexico,20.75,-104.5,1700,,Subduction zone / Continental crust (>25 km)
341818,Tequila,Mexico,Stratovolcano,,,México and Central America,Mexico,20.788,-103.847,2920,,Subduction zone / Continental crust (>25 km)
341819,Northern Guadalajara Mesa,Mexico,Lava dome(s),,,México and Central America,Mexico,20.88,-103.4,1820,,Subduction zone / Continental crust (>25 km)
341820,"Primavera, Sierra la",Mexico,Caldera,,,México and Central America,Mexico,20.62,-103.52,2270,,Subduction zone / Continental crust (>25 km)
341821,Southern Guadalajara,Mexico,Volcanic field,,,México and Central America,Mexico,20.525,-103.242,2160,,Subduction zone / Continental crust (>25 km)
341822,Acatlan Volcanic Field,Mexico,Caldera,,,México and Central America,Mexico,20.45,-103.57,1990,,Subduction zone / Continental crust (>25 km)
341823,"Cantaro, Volcan el",Mexico,Stratovolcano,,,México and Central America,Mexico,19.72,-103.63,2920,,Subduction zone / Continental crust (>25 km)
341824,"Azufres, Los",Mexico,Caldera,,,México and Central America,Mexico,19.85,-100.63,3400,,Subduction zone / Continental crust (>25 km)
341825,Tláloc,Mexico,Stratovolcano,,,México and Central America,Mexico,19.411,-98.713,4120,,Subduction zone / Continental crust (>25 km)
341826,Telapón,Mexico,Stratovolcano,,,México and Central America,Mexico,19.37,-98.72,4080,,Subduction zone / Continental crust (>25 km)
341827,Acoculco,Mexico,Caldera,,,México and Central America,Mexico,19.97,-98.2,3020,,Subduction zone / Continental crust (>25 km)
341828,"Grande, Cerro",Mexico,Volcanic field,,,México and Central America,Mexico,19.62,-97.93,3050,,Subduction zone / Continental crust (>25 km)
341829,Poza Rica,Mexico,Volcanic field,,,México and Central America,Mexico,20.42,-97.83,2250,,Subduction zone / Continental crust (>25 km)
341830,San Martin Pajapan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,18.303,-94.73,1250,,Subduction zone / Continental crust (>25 km)
341831,Apas-Navenchauc,Mexico,Caldera(s),,,México and Central America,Mexico,16.716,-92.786,0,,Subduction zone / Continental crust (>25 km)
341832,Huitepec,Mexico,Lava dome,,,México and Central America,Mexico,16.743,-92.694,2744,,Subduction zone / Continental crust (>25 km)
341833,Mispia,Mexico,Lava dome(s),,,México and Central America,Mexico,16.447,-92.539,1750,,Subduction zone / Continental crust (>25 km)
341836,Aldama Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,23.2,-98.02,600,,Intraplate / Continental crust (>25 km)
341837,"Flores, Los",Mexico,Volcanic field,,,México and Central America,Mexico,22.58,-99.38,520,,Intraplate / Continental crust (>25 km)
341838,Apan-Tezontepec,Mexico,Volcanic field,,,México and Central America,Mexico,19.75,-98.5,3100,,Subduction zone / Continental crust (>25 km)
342800,Santo Tomas,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.71,-91.479,3542,,Subduction zone / Continental crust (>25 km)
342801,Cuxliquel,Guatemala,Lava dome(s),,,México and Central America,Guatemala,14.889,-91.398,3029,,Subduction zone / Continental crust (>25 km)
342802,Barahona,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.55,-90.78,2282,,Subduction zone / Continental crust (>25 km)
342803,Pueblo Nuevo Viñas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.199,-90.505,1939,,Subduction zone / Continental crust (>25 km)
342804,Piedra Grande,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.25,-90.4,1640,,Subduction zone / Continental crust (>25 km)
342805,Ixhuatan,Guatemala,Complex,,,México and Central America,Guatemala,14.161,-90.286,1675,,Subduction zone / Continental crust (>25 km)
342806,Ayarza,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.42,-90.12,1409,,Subduction zone / Continental crust (>25 km)
342807,"Alutate, Cerro",Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.647,-90.144,2116,,Subduction zone / Continental crust (>25 km)
342808,Guistepeque Volcanic Field,Guatemala,Pyroclastic cone(s),,,México and Central America,Guatemala,14.57,-89.78,1358,,Subduction zone / Continental crust (>25 km)
342809,Siete Orejas,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.82,-91.62,3370,,Subduction zone / Continental crust (>25 km)
342810,San Pedro,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.656,-91.267,3020,,Subduction zone / Continental crust (>25 km)
342811,Jumay Volcanic Field,Guatemala,Stratovolcano,,,México and Central America,Guatemala,14.694,-89.993,2174,,Subduction zone / Continental crust (>25 km)
342812,"Ananopa, Cerro",Guatemala,Volcanic field,,,México and Central America,Guatemala,14.9,-89.93,386,,Subduction zone / Continental crust (>25 km)
342813,"Redondo, Cerro",Guatemala,Shield(s),,,México and Central America,Guatemala,14.27,-89.62,768,,Subduction zone / Continental crust (>25 km)
343110,Conchagua,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.275,-87.845,1225,,Subduction zone / Continental crust (>25 km)
343120,Conchaguita,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.229,-87.767,505,,Subduction zone / Continental crust (>25 km)
343800,Masahuat Volcanic Field,El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,14.2,-89.4,1005,,Subduction zone / Continental crust (>25 km)
343801,"Tablas, Cerro las",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,14.07,-89.4,782,,Subduction zone / Continental crust (>25 km)
343802,"Limones Volcanic Field, Los",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,14.05,-89.13,420,,Subduction zone / Continental crust (>25 km)
343803,"Cacahuatique, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.75,-88.2,1500,,Subduction zone / Continental crust (>25 km)
343804,"Buena Vista, Cerro",El Salvador,Stratovolcano,,,México and Central America,El Salvador and Honduras,13.25,-88.15,750,,Subduction zone / Continental crust (>25 km)
343805,"Yayantique, Cerro",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.435,-87.999,613,,Subduction zone / Continental crust (>25 km)
343806,Unnamed,El Salvador,Volcanic field,,,México and Central America,El Salvador and Honduras,13.67,-87.82,377,,Subduction zone / Continental crust (>25 km)
343807,"Zacatillo, Isla",El Salvador,Pyroclastic cone(s),,,México and Central America,El Salvador and Honduras,13.295,-87.761,158,,Subduction zone / Continental crust (>25 km)
343815,"Lolotique, Cerro",El Salvador,Unknown,,,México and Central America,El Salvador and Honduras,13.559,-88.364,804,,Subduction zone / Continental crust (>25 km)
343816,"Meanguera, Isla",El Salvador,Stratovolcano(es),,,México and Central America,El Salvador and Honduras,13.19,-87.72,468,,Subduction zone / Continental crust (>25 km)
343817,"Izopo, Montaña de",Honduras,Shield(s),,,México and Central America,El Salvador and Honduras,13.92,-87.15,2020,,Subduction zone / Continental crust (>25 km)
343818,"Hule, Cerro de",Honduras,Shield,,,México and Central America,El Salvador and Honduras,13.95,-87.23,1725,,Subduction zone / Continental crust (>25 km)
343819,"Gavilantepeque, Cerro",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14,-87.18,1280,,Subduction zone / Continental crust (>25 km)
343820,"Pedregal, El",Honduras,Shield,,,México and Central America,El Salvador and Honduras,14.1,-87.27,1593,,Subduction zone / Continental crust (>25 km)
343821,"Calanterique, Cerro",Honduras,Lava cone,,,México and Central America,El Salvador and Honduras,14.6,-87.87,0,,Subduction zone / Continental crust (>25 km)
344130,Maderas,Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,11.446,-85.515,1394,,Subduction zone / Continental crust (>25 km)
344140,"Azul, Volcan",Nicaragua,Pyroclastic cone(s),,,México and Central America,Nicaragua,12.549,-83.968,203,,Subduction zone / Intermediate crust (15-25 km)
344801,Malpaisillo,Nicaragua,Pyroclastic shield,,,México and Central America,Nicaragua,12.58,-86.6,181,,Subduction zone / Continental crust (>25 km)
344802,Apoyo,Nicaragua,Caldera,,,México and Central America,Nicaragua,11.92,-86.03,600,,Subduction zone / Continental crust (>25 km)
344803,"San Jacinto, Cerro",Nicaragua,Stratovolcano,,,México and Central America,Nicaragua,12.37,-86.02,300,,Subduction zone / Continental crust (>25 km)
344805,Tambor Grande,Nicaragua,Caldera,,,México and Central America,Nicaragua,10.97,-84.08,648,,Subduction zone / Intermediate crust (15-25 km)
345800,"Chopo, Cerro",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.472,-85.07,402,,Subduction zone / Continental crust (>25 km)
345801,"Tilaran, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.451,-84.978,634,,Subduction zone / Continental crust (>25 km)
345802,"Perdidos, Los",Costa Rica,Caldera,,,México and Central America,Costa Rica,10.403,-84.675,1357,,Subduction zone / Continental crust (>25 km)
345803,"Poco Sol, Laguna",Costa Rica,Explosion crater(?),,,México and Central America,Costa Rica,10.35,-84.67,789,,Subduction zone / Continental crust (>25 km)
345804,"San Miguel, Cerro",Costa Rica,Lava dome,,,México and Central America,Costa Rica,10.022,-84.708,414,,Subduction zone / Continental crust (>25 km)
345805,"Mercedes, Cerro las",Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.97,-84.35,190,,Intraplate / Continental crust (>25 km)
345806,"Negro, Cerro",Costa Rica,Shield,,,México and Central America,Costa Rica,10.462,-83.855,136,,Subduction zone / Continental crust (>25 km)
345807,"Colorado, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.658,-83.721,229,,Subduction zone / Continental crust (>25 km)
345808,Tortuguero,Costa Rica,Pyroclastic cone,,,México and Central America,Costa Rica,10.586,-83.53,119,,Unknown
345809,"Sierpe, Lomas de",Costa Rica,Shield(s),,,México and Central America,Costa Rica,10.376,-83.545,311,,Subduction zone / Continental crust (>25 km)
345810,Durika,Costa Rica,Lava dome(s),,,México and Central America,Costa Rica,9.374,-83.302,3257,,Subduction zone / Continental crust (>25 km)
345811,"Coco, Isla del",Costa Rica,Shield,,,México and Central America,Costa Rica,5.53,-87.082,575,,Intraplate / Oceanic crust (< 15 km)
346800,Tisingal,Panama,Stratovolcano,,,México and Central America,Panama,8.88,-82.67,2986,,Subduction zone / Continental crust (>25 km)
346801,"Yeguada, La",Panama,Stratovolcano,,,México and Central America,Panama,8.47,-80.82,1297,,Subduction zone / Continental crust (>25 km)
351001,San Diego,Colombia,Maar,,,South America,Colombia,5.65,-74.961,1163,,
351002,"Escondido, El",Colombia,Lava dome,,,South America,Colombia,5.514,-75.043,1620,,
351800,Santa Rosa,Colombia,Shield,,,South America,Colombia,4.8,-75.458,4584,,Subduction zone / Continental crust (>25 km)
351801,"Quindio, Nevado del",Colombia,Stratovolcano,,,South America,Colombia,4.701,-75.386,4756,,Subduction zone / Continental crust (>25 km)
351807,Unnamed,Colombia,Volcanic field,,,South America,Colombia,2.2,-76.03,2500,,Subduction zone / Continental crust (>25 km)
351808,San Augustín-Isnos,Colombia,Volcanic field,,,South America,Colombia,1.92,-76.23,1900,,Subduction zone / Continental crust (>25 km)
351809,Cutanga,Colombia,Unknown,,,South America,Colombia,1.83,-76.45,4300,,Subduction zone / Continental crust (>25 km)
351810,Animas,Colombia,Stratovolcano,,,South America,Colombia,1.568,-76.857,4180,,Subduction zone / Continental crust (>25 km)
352800,Yanaurcu de Pinan,Ecuador,Stratovolcano,,,South America,Ecuador,0.484,-78.329,4535,,Subduction zone / Continental crust (>25 km)
352801,Pilavo,Ecuador,Stratovolcano,,,South America,Ecuador,0.526,-78.365,4254,,Subduction zone / Continental crust (>25 km)
352802,Cotacachi,Ecuador,Stratovolcano,,,South America,Ecuador,0.364,-78.351,4939,,Subduction zone / Continental crust (>25 km)
352803,Cusin,Ecuador,Stratovolcano,,,South America,Ecuador,0.127,-78.154,3989,,Subduction zone / Continental crust (>25 km)
352804,Chalpatan,Ecuador,Caldera,,,South America,Ecuador,0.711,-77.784,3624,,Subduction zone / Continental crust (>25 km)
352805,Chiltazon,Ecuador,Stratovolcano,,,South America,Ecuador,0.687,-78.021,3967,,Subduction zone / Continental crust (>25 km)
352806,Iguan,Ecuador,Stratovolcano,,,South America,Ecuador,0.621,-78.007,3870,,Subduction zone / Continental crust (>25 km)
352807,Pambamarca,Ecuador,Stratovolcano,,,South America,Ecuador,-0.076,-78.207,4076,,Subduction zone / Continental crust (>25 km)
352808,Casitagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.036,-78.48,3501,,Subduction zone / Continental crust (>25 km)
352809,"Puntas, Cerro",Ecuador,Stratovolcano,,,South America,Ecuador,-0.174,-78.2,4348,,Subduction zone / Continental crust (>25 km)
352810,Ilalo,Ecuador,Stratovolcano,,,South America,Ecuador,-0.259,-78.418,3185,,Subduction zone / Continental crust (>25 km)
352811,Pasochoa,Ecuador,Stratovolcano,,,South America,Ecuador,-0.462,-78.478,4199,,Subduction zone / Continental crust (>25 km)
352812,Pan de Azucar,Ecuador,Stratovolcano,,,South America,Ecuador,-0.43,-77.72,3482,,Subduction zone / Continental crust (>25 km)
352813,Sincholagua,Ecuador,Stratovolcano,,,South America,Ecuador,-0.534,-78.371,4893,,Subduction zone / Continental crust (>25 km)
352814,Ruminahui,Ecuador,Stratovolcano,,,South America,Ecuador,-0.578,-78.504,4712,,Subduction zone / Continental crust (>25 km)
352815,Corazon,Ecuador,Stratovolcano,,,South America,Ecuador,-0.528,-78.658,4786,,Subduction zone / Continental crust (>25 km)
352816,Santa Cruz,Ecuador,Stratovolcano,,,South America,Ecuador,-0.648,-78.631,3945,,Subduction zone / Continental crust (>25 km)
352817,Putzalagua,Ecuador,Lava dome,,,South America,Ecuador,-0.962,-78.56,3512,,Subduction zone / Continental crust (>25 km)
352818,Sagoatoa,Ecuador,Stratovolcano,,,South America,Ecuador,-1.151,-78.666,4153,,Subduction zone / Continental crust (>25 km)
352819,Llimpi,Ecuador,Stratovolcano,,,South America,Ecuador,-1.381,-78.572,3732,,Subduction zone / Continental crust (>25 km)
352820,Puyo,Ecuador,Pyroclastic cone(s),,,South America,Ecuador,-1.459,-77.917,1072,,Subduction zone / Continental crust (>25 km)
352821,Carihuairazo,Ecuador,Stratovolcano,,,South America,Ecuador,-1.404,-78.75,5102,,Subduction zone / Continental crust (>25 km)
352822,Igualata,Ecuador,Stratovolcano,,,South America,Ecuador,-1.49,-78.639,4430,,Subduction zone / Continental crust (>25 km)
352823,Calpi,Ecuador,Tuff cone(s),,,South America,Ecuador,-1.634,-78.728,3215,,Subduction zone / Continental crust (>25 km)
352824,Altar,Ecuador,Stratovolcano,,,South America,Ecuador,-1.67,-78.42,5321,,Unknown
352826,Chalupas,Ecuador,Caldera,,,South America,Ecuador,-0.804,-78.3,4812,,Subduction zone / Continental crust (>25 km)
353800,Culpepper,Ecuador,Shield,,,South America,Galapagos Islands,1.62,-92,168,,Rift zone / Oceanic crust (< 15 km)
353801,Wenman,Ecuador,Shield,,,South America,Galapagos Islands,1.37,-91.8,253,,Rift zone / Oceanic crust (< 15 km)
353802,Rabida,Ecuador,Lava dome(s),,,South America,Galapagos Islands,-0.413,-90.708,338,,Rift zone / Oceanic crust (< 15 km)
353803,Pinzon,Ecuador,Shield,,,South America,Galapagos Islands,-0.6,-90.68,458,,Rift zone / Oceanic crust (< 15 km)
353804,Santa Fe,Ecuador,Shield,,,South America,Galapagos Islands,-0.806,-90.07,200,,Rift zone / Oceanic crust (< 15 km)
353805,Floreana,Ecuador,Shield,,,South America,Galapagos Islands,-1.3,-90.45,640,,Rift zone / Oceanic crust (< 15 km)
353807,Roca Redonda,Ecuador,Shield,,,South America,Galapagos Islands,0.27,-91.63,67,,Rift zone / Oceanic crust (< 15 km)
354801,Huambutillo-Rumicola,Peru,Unknown,,,South America,Peru,-13.58,-71.72,0,,Subduction zone / Continental crust (>25 km)
354802,"Firura, Nevados",Peru,Stratovolcano(es),,,South America,Peru,-15.23,-72.63,5498,,Subduction zone / Continental crust (>25 km)
354803,Solimana,Peru,Stratovolcano,,,South America,Peru,-15.4,-72.9,6093,,Subduction zone / Continental crust (>25 km)
354804,"Purupuruni, Cerros",Peru,Lava dome(s),,,South America,Peru,-17.32,-69.9,5315,,Subduction zone / Continental crust (>25 km)
355060,Ollague,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.3,-68.18,5868,,Subduction zone / Continental crust (>25 km)
355065,Inacalari,Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.981,-68.071,5618,,Subduction zone / Continental crust (>25 km)
355140,Copiapo,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-27.3,-69.13,6052,,Subduction zone / Continental crust (>25 km)
355805,Lexone,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-17.87,-69.48,5340,,Subduction zone / Continental crust (>25 km)
355806,"Anallajsi, Nevado",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-17.92,-68.92,5750,,Subduction zone / Continental crust (>25 km)
355807,"Pucara, Cerro",Bolivia,Volcanic field,,,South America,"Northern Chile, Bolivia and Argentina",-16.236,-69.471,4080,,Unknown
355808,Patilla Pata,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.05,-69.03,5300,,Subduction zone / Continental crust (>25 km)
355809,"Sajama, Nevado del",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.1,-68.88,6542,,Subduction zone / Continental crust (>25 km)
355810,"Larancagua, Volcan",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-18.02,-69.08,5580,,Unknown
355811,Caquena,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.07,-69.22,0,,Subduction zone / Continental crust (>25 km)
355812,Vilacollo,Chile,Pyroclastic cone(s),,,South America,"Northern Chile, Bolivia and Argentina",-18.241,-69.307,4688,,Subduction zone / Continental crust (>25 km)
355813,Acotango,Chile-Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.37,-69.05,6052,,Subduction zone / Continental crust (>25 km)
355814,Arintica,Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.75,-69.05,5597,,Subduction zone / Continental crust (>25 km)
355815,Rochaculla-Inca Camacha,Bolivia,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-18.8,-68.3,5300,,Unknown
355817,"Tatajachura, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-19.5,-69.12,5240,,Unknown
355818,"Cariquima, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-19.55,-68.68,5365,,Subduction zone / Continental crust (>25 km)
355819,Porquesa,Chile,Lava dome(s),,,South America,"Northern Chile, Bolivia and Argentina",-19.958,-68.73,5190,,Subduction zone / Continental crust (>25 km)
355820,"Napa, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-20.52,-68.68,5145,,Unknown
355822,Copa-Ocana,Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-20.643,-68.439,5299,,Unknown
355823,Aucanquilcha,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.22,-68.47,6176,,Subduction zone / Continental crust (>25 km)
355824,"San Agustin, Cerro",Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.25,-67.75,4980,,Subduction zone / Continental crust (>25 km)
355825,Cañapa,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.5,-68.12,5630,,Subduction zone / Continental crust (>25 km)
355826,"Ascotan, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-21.68,-68.12,5473,,Unknown
355827,Escala,Bolivia,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-21.6,-66.88,4000,,Subduction zone / Continental crust (>25 km)
355828,"Moiro, Cerro",Bolivia,Pyroclastic cone,,,South America,"Northern Chile, Bolivia and Argentina",-21.68,-67.47,4250,,Subduction zone / Continental crust (>25 km)
355829,"Chascon, Cerro",Bolivia,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-21.88,-67.9,5125,,Subduction zone / Continental crust (>25 km)
355830,Apagado,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.05,-67.97,5680,,Unknown
355831,Paniri,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.059,-68.228,5946,,Subduction zone / Continental crust (>25 km)
355832,"Leon, Cerro del",Chile,Stratovolcano(es),,,South America,"Northern Chile, Bolivia and Argentina",-22.142,-68.108,5754,,Subduction zone / Continental crust (>25 km)
355833,Deslinde,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.27,-67.97,5651,,Unknown
355834,"Linzor, Volcan",Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.18,-67.95,5680,,Subduction zone / Continental crust (>25 km)
355835,Jorcada,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.08,-67.77,5750,,Subduction zone / Continental crust (>25 km)
355836,Quetena,Bolivia,Fissure vent,,,South America,"Northern Chile, Bolivia and Argentina",-22.25,-67.42,5730,,Subduction zone / Continental crust (>25 km)
355837,Sunequera,Bolivia,Shield,,,South America,"Northern Chile, Bolivia and Argentina",-21.98,-67.23,5899,,Subduction zone / Continental crust (>25 km)
355838,Uturuncu,Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.27,-67.18,6008,,Subduction zone / Continental crust (>25 km)
355840,"Tatio, Volcan",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.42,-68.02,5314,,Unknown
355841,"Volcan, El",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.33,-67.97,5100,,Subduction zone / Continental crust (>25 km)
355842,"Tocorpuri, Cerros de",Chile-Bolivia,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.439,-67.888,5808,,Subduction zone / Continental crust (>25 km)
355843,"Zapaleri, Cerro",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-22.82,-67.18,5643,,Unknown
355844,Poquis,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.02,-67.05,5770,,Unknown
355845,Curutu,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.17,-67.07,5394,,Unknown
355846,Losloyo,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.13,-67.37,5343,,Unknown
355847,Potor,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.2,-67.67,5318,,Unknown
355848,Hecar,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.23,-67.75,5029,,Unknown
355849,"Verde, Laguna",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.252,-67.71,5464,,Subduction zone / Continental crust (>25 km)
355850,"Rio Negro, Cerro de",Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.398,-67.582,5067,,Unknown
355851,Tumisa,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.45,-67.82,5671,,Unknown
355852,Lejia,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.55,-67.77,5790,,Unknown
355853,Miscanti,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-23.67,-67.72,5613,,Unknown
355854,Laco,Chile,Lava dome,,,South America,"Northern Chile, Bolivia and Argentina",-23.8,-67.5,5472,,Unknown
355855,Incaguasi,Chile,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-24.03,-67.53,5689,,Unknown
355856,Capur,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-24.02,-67.85,5216,,Unknown
355857,Aguas Delgadas,Chile,Stratovolcano,,,South America,"Northern Chile, Bolivia and Argentina",-24.45,-68.4,0,,Subduction zone / Continental crust (>25 km)
355858,"Niebla, Cerro de la",Chile,Compound,,,South America,"Northern Chile, Bolivia and Argentina",-25.25,-68.63,4500,,Unknown
355859,"Azufre, El",Chile,Unknown,,,South America,"Northern Chile, Bolivia and Argentina",-25.37,-68.88,5480,,Unknown
